18659116,30282704
18659116,116838461
18659116,4344801147
18659116,21352879
18659116,589265038
18659116,63410034
18659116,63738133
18659116,340937282
18659116,354286625
18659116,205553183
18659116,2893511188
18659116,23902144
18659116,4049604442
18659116,2409447342
18659116,2687727548
18659116,2430620904
18659116,93693279
18659116,3058982688
18659116,96997907
18659116,114253951
18659116,142457170
18659116,3180956851
18659116,259089600
18659116,185212631
18659116,26280712
18659116,948444535
18659116,3424651259
18659116,3253358179
18659116,146540920
18659116,418125248
18659116,15119140
18659116,4362816861
18659116,399348627
18659116,519985383
18659116,18715225
18659116,421286008
18659116,3121386550
18659116,149373762
18659116,3147554129
18659116,430495837
18659116,45406850
18659116,1469502103
18659116,213200684
18659116,387186414
18659116,1542533869
18659116,2466955008
18659116,4625687418
18659116,289969718
18659116,47799910
18659116,2466384210
18659116,16119771
18659116,22207520
18659116,2993956223
18659116,225096034
18659116,37483793
18659116,157218534
18659116,300868924
18659116,20106852
18659116,3165817215
18659116,3983529015
18659116,2835594983
18659116,100868651
18659116,418160449
18659116,15111389
18659116,76372965
18659116,33030256
18659116,15419775
18659116,62593760
18659116,129676826
18659116,40150421
18659116,17418971
18659116,582563196
18659116,1343085360
18659116,165640851
18659116,155118307
18659116,13695112
18659116,121258930
18659116,63689541
18659116,429013666
18659116,3016681148
18659116,67045624
18659116,19530289
18659116,783214
18659116,222210727
18659116,21308602
18659116,18732790
18659116,560717343
18659116,36204399
18659116,7852172
18659116,3097187448
18659116,210305301
18659116,56510427
18659116,701615052
18659116,628773508
18659116,33057171
18659116,126819958
18659116,22353006
18659116,18818296
18659116,1137161258
18659116,74371521
18659116,25917171
18659116,190357697
18659116,2387701345
18659116,3298973479
18659116,43993581
18659116,3728620994
18659116,169217294
18659116,2326210662
18659116,21926191
18659116,2877801380
18659116,239672340
18659116,3159148494
18659116,2229696330
18659116,2891316375
18659116,870022812
18659116,38588152
18659116,29345167
18659116,205315827
18659116,15666380
18659116,1921565042
18659116,394216985
18659116,66517768
18659116,818816407
18659116,3927522200
18659116,311534515
18659116,2584286726
18659116,3410400208
18659116,14245947
18659116,391879357
18659116,462140048
18659116,1014054548
18659116,2833225902
18659116,3310241819
18659116,34807098
18659116,1301709182
18659116,2951946238
18659116,17444764
18659116,15041669
18659116,16339074
18659116,2411475565
18659116,249502225
18659116,250188130
18659116,2155365456
18659116,196477313
18659116,358881865
18659116,2282671736
18659116,35113926
18659116,116764441
18659116,72158278
18659116,2938522139
18659116,346246513
18659116,3407923774
18659116,373018050
18659116,1436275214
18659116,109115273
18659116,72980276
18659116,42741390
18659116,46762274
18659116,503964556
18659116,2770907736
18659116,18185593
18659116,289074893
18659116,3722302709
18659116,118569451
18659116,29240624
18659116,15484879
18659116,8935432
18659116,2180170945
18659116,15195755
18659116,5644962
18659116,22629703
18659116,33001102
18659116,517077573
18659116,159588456
18659116,1451773004
18659116,189253902
18659116,3077311542
18659116,9083222
18659116,18444530
18659116,374155281
18659116,126210634
18659116,49113620
18659116,14197022
18659116,309412426
18659116,32372834
18659116,1369316678
18659116,131911943
18659116,33473521
18659116,3288583059
18659116,326171335
18659116,176114719
18659116,2813852488
18659116,14091091
18659116,15165493
18659116,180200031
18659116,15473958
18659116,34554134
18659116,17781165
18659116,8295072
18659116,44971686
18659116,3308220370
18659116,320463544
18659116,563753858
18659116,1480056668
18659116,2152478180
18659116,1661271630
18659116,3104648073
18659116,110565288
18659116,19662084
18659116,2223952656
18659116,19919759
18659116,110396781
18659116,16632219
18659116,21905142
18659116,3076054472
18659116,16186995
18659116,581859539
18659116,14799177
18659116,2937409610
18659116,55724321
18659116,208064959
18659116,3226583200
18659116,1502110711
18659116,145353450
18659116,80682671
18659116,532406707
18659116,115216851
18659116,1581881664
18659116,2662175911
18659116,15670515
18659116,33405796
18659116,2584190900
18659116,462747348
18659116,492332909
18659116,48785884
18659116,15515656
18659116,389052298
18659116,1112722104
18659116,2326272180
18659116,245661179
18659116,3222275355
18659116,130922325
18659116,15500649
18659116,623489825
18659116,15346669
18659116,1658145842
18659116,2963120921
18659116,507309896
18659116,10230812
18659116,17092592
18659116,1183041
18659116,2836755090
18659116,126285329
18659116,163672292
18659116,222161899
18659116,44196397
18659116,34743251
18659116,1536791610
18659116,18963070
18659116,608712915
18659116,40202517
18659116,19811190
18659116,3022068155
18659116,304679484
18659116,1292288262
18659116,337308938
18659116,1475990017
18659116,219566535
18659116,454340464
18659116,3300594994
18659116,362286999
18659116,3226678078
18659116,527476142
18659116,423789558
18659116,20508973
18659116,20324233
18659116,15222083
18659116,85839993
18659116,2285659604
18659116,11348282
18659116,381612546
18659116,117662694
18659116,14922225
18659116,17471979
18659116,24742040
18659116,5162861
18659116,34305774
18659116,64466884
18659116,2482798927
18659116,559010724
18659116,986878273
18659116,2818322000
18659116,24630350
18659116,2543496198
18659116,22046611
18659116,177345928
18659116,185449401
18659116,813286
18659116,94119694
18659116,46335511
18659116,310463188
18659116,2541453392
18659116,81472222
18659116,28205458
18659116,2657612422
18659116,233386754
18659116,337886919
18659116,18708466
18659116,21207445
18659116,47350606
18659116,19391273
18659116,2303439312
18659116,124690469
18659116,1097836022
18659116,240748027
18659116,19247625
18659116,611577771
18659116,47787563
18659116,443215941
18659116,2587658342
18659116,561493072
18659116,18393773
18659116,373416209
18659116,382267114
18659116,2339397540
18659116,18730195
18659116,948552829
18659116,19725644
18659116,1058754396
18659116,586671909
18659116,114999983
18659116,349300271
18659116,404182997
18659116,24834685
18659116,102712401
18659116,129808505
18659116,14671591
18659116,701167788
18659116,104777160
18659116,344905604
18659116,17944086
18659116,798982279
18659116,939479491
18659116,410089108
18659116,572225652
18659116,2480951
18659116,702365394
18659116,2260761738
18659116,15752204
18659116,49753110
18659116,77282988
18659116,116942168
18659116,126930456
18659116,1318485084
18659116,804617563
18659116,77007853
18659116,23504870
18659116,11209892
18659116,18173624
18659116,13357022
18659116,531428881
18659116,14130366
18659116,16736535
18659116,867702739
18659116,714688470
18659116,1909955803
18659116,2290348602
18659116,500042487
18659116,66561957
18659116,31312972
18659116,121626258
18659116,562381032
18659116,6480682
18659116,502135911
18659116,19879313
18659116,241382835
18659116,57903424
18659116,2232827756
18659116,1972407650
18659116,103920350
18659116,405423693
18659116,14334568
18659116,1897685970
18659116,1123728704
18659116,1009802737
18659116,23843220
18659116,1610019764
18659116,2238710318
18659116,59949396
18659116,13334762
18659116,475399977
18659116,31353077
18659116,237890582
18659116,117652722
18659116,533884891
18659116,464533072
18659116,15913
18659116,309366491
18659116,15218212
18659116,14852199
18659116,12474042
18659116,265636267
18659116,493980491
18659116,370041768
18659116,948565483
18659116,1662057727
18659116,1016484996
18659116,457131995
18659116,20229617
18659116,1469937282
18659116,374268208
18659116,154588112
18659116,102784231
18659116,1282868846
18659116,189376144
18659116,65356121
18659116,351249945
18659116,491509402
18659116,26053643
18659116,23263743
18659116,602317143
18659116,255747911
18659116,35406821
18659116,195835080
